1,4095
2,4092
3,4064
4,4095
5,4095
6,4095
7,4092
8,4095
9,4080
10,4088
11,4095
12,4088
13,4064
14,4065
15,4092
16,4080
17,4095
18,4083
19,4095
20,4092
21,4067
22,4090
23,4095
24,4092
25,4095
26,4064
27,4095
28,4088
29,4064
30,4095
31,4095
32,4068
33,4079
34,4095
35,4095
36,4080
37,4093
38,4080
39,4069
40,4095
41,4080
42,4072
43,4095
44,4067
45,4095
46,4083
47,4072
48,4095
49,4095
50,4079
51,4080
52,4092
53,4095
54,4095
55,4087
56,4095
57,4095
58,4088
59,4088
60,4095
61,4076
62,4068
63,4071
64,4089
65,4095
66,4095
67,4071
68,4071
69,4095
70,4080
71,4095
72,4092
73,4087
74,4077
75,4064
76,4095
77,4095
78,4069
79,4095
80,4064
81,4095
82,4093
83,4095
84,4077
85,4095
86,4067
87,4064
88,4064
89,4067
90,4095
91,4095
92,4095
93,4095
94,4065
95,4095
96,4064
97,4095
98,4091
99,4072
100,4095
101,4078
102,4095
103,4065
104,4064
105,4072
106,4095
107,4088
108,4095
109,4080
110,4095
111,4091
112,4095
113,4088
114,4081
115,4095
116,4070
117,4088
118,4092
119,4079
120,4092
121,4095
122,4095
123,4095
124,4079
125,4095
126,4065
127,4087
128,4095
129,4091
130,4095
131,4095
132,4088
133,4095
134,4088
135,4081
136,4079
137,4072
138,4090
139,4064
140,4095
141,4064
142,4068
143,4079
144,4064
145,4095
146,4095
147,4095
148,4084
149,4095
150,4072
151,4095
152,4080
153,4095
154,4095
155,4088
156,4066
157,4095
158,4095
159,4095
160,4092
161,4081
162,4095
163,4064
164,4095
165,4088
166,4084
167,4071
168,4095
169,4064
170,4072
171,4095
172,4095
173,4092
174,4095
175,4072
176,4095
177,4068
178,4092
179,4095
180,4078
181,4095
182,4064
183,4095
184,4095
185,4095
186,4071
187,4095
188,4095
189,4095
190,4095
191,4072
192,4064
193,4087
194,4088
195,4095
196,4094
197,4095
198,4092
199,4085
200,4095
201,4080
202,4067
203,4095
204,4095
205,4095
206,4094
207,4095
208,4072
209,4064
210,4088
211,4095
212,4095
213,4067
214,4065
215,4095
216,4095
217,4064
218,4064
219,4073
220,4064
221,4095
222,4077
223,4064
224,4077
225,4064
226,4064
227,4091
228,4095
229,4079
230,4095
231,4095
232,4072
233,4093
234,4068
235,4091
236,4064
237,4093
238,4072
239,4091
240,4080
241,4092
242,4080
243,4079
244,4090
245,4083
246,4095
247,4083
248,4095
249,4095
250,4064
251,4095
252,4079
253,4071
254,4095
255,4095
256,4068
257,4095
258,4064
259,4095
260,4095
261,4065
262,4095
263,4064
264,4091
265,4095
266,4064
267,4091
268,4088
269,4064
270,4066
271,4072
272,4095
273,4091
274,4065
275,4095
276,4095
277,4095
278,4095
279,4095
280,4071
281,4095
282,4072
283,4093
284,4064
285,4095
286,4080
287,4064
288,4095
289,4072
290,4095
291,4065
292,4083
293,4095
294,4095
295,4088
296,4095
297,4072
298,4093
299,4089
300,4095
301,4095
302,4095
303,4079
304,4072
305,4079
306,4064
307,4095
308,4095
309,4087
310,4064
311,4095
312,4095
313,4095
314,4095
315,4088
316,4088
317,4093
318,4080
319,4064
320,4087
321,4095
322,4088
323,4095
324,4095
325,4095
326,4095
327,4095
328,4093
329,4095
330,4079
331,4095
332,4095
333,4094
334,4093
335,4095
336,4095
337,4095
338,4072
339,4095
340,4094
341,4094
342,4094
343,4067
344,4095
345,4095
346,4095
347,4095
348,4095
349,4095
350,4095
351,4091
352,4093
353,4095
354,4075
355,4091
356,4092
357,4071
358,4087
359,4087
360,4088
361,4072
362,4095
363,4095
364,4072
365,4095
366,4095
367,4080
368,4095
369,4095
370,4095
371,4064
372,4095
373,4095
374,4089
375,4092
376,4064
377,4072
378,4095
379,4064
380,4064
381,4088
382,4095
383,4087
384,4095
385,4094
386,4091
387,4095
388,4093
389,4095
390,4087
391,4095
392,4067
393,4079
394,4065
395,4088
396,4092
397,4095
398,4085
399,4095
400,4095
401,4064
402,4095
403,4095
404,4068
405,4095
406,4089
407,4095
408,4095
409,4095
410,4095
411,4094
412,4095
413,4095
414,4095
415,4092
416,4091
417,4095
418,4095
419,4093
420,4095
421,4095
422,4092
423,4095
424,4071
425,4095
426,4095
427,4092
428,4095
429,4087
430,4064
431,4095
432,4066
433,4064
434,4080
435,4092
436,4095
437,4094
438,4080
439,4087
440,4078
441,4088
442,4095
443,4069
444,4064
445,4072
446,4095
447,4083
448,4095
449,4064
450,4088
451,4095
452,4095
453,4067
454,4093
455,4095
456,4088
457,4094
458,4080
459,4093
460,4095
461,4095
462,4095
463,4064
464,4080
465,4095
466,4095
467,4095
468,4070
469,4095
470,4064
471,4095
472,4068
473,4084
474,4064
475,4094
476,4095
477,4095
478,4076
479,4072
480,4095
481,4064
482,4095
483,4064
484,4071
485,4095
486,4094
487,4095
488,4095
489,4095
490,4072
491,4068
492,4095
493,4064
494,4095
495,4076
496,4095
497,4064
498,4095
499,4095
500,4093
501,4095
502,4088
503,4095
504,4071
505,4068
506,4064
507,4091
508,4068
509,4095
510,4095
511,4095
512,4095
513,4095
514,4067
515,4095
516,4095
517,4095
518,4080
519,4095
520,4095
521,4095
522,4095
523,4068
524,4064
525,4080
526,4091
527,4095
528,4095
529,4079
530,4087
531,4089
532,4068
533,4095
534,4095
535,4095
536,4095
537,4095
538,4088
539,4088
540,4094
541,4064
542,4066
543,4071
544,4093
545,4092
546,4079
547,4095
548,4068
549,4092
550,4095
551,4095
552,4068
553,4089
554,4095
555,4094
556,4095
557,4095
558,4095
559,4095
560,4095
561,4086
562,4091
563,4088
564,4095
565,4095
566,4085
567,4095
568,4091
569,4064
570,4092
571,4093
572,4095
573,4095
574,4080
575,4095
576,4093
577,4095
578,4089
579,4095
580,4068
581,4080
582,4095
583,4095
584,4095
585,4064
586,4093
587,4072
588,4095
589,4095
590,4091
591,4095
592,4095
593,4064
594,4095
595,4064
596,4072
597,4095
598,4073
599,4095
600,4095
601,4080
602,4095
603,4095
604,4094
605,4088
606,4088
607,4068
608,4080
609,4078
610,4095
611,4064
612,4095
613,4095
614,4080
615,4095
616,4095
617,4095
618,4095
619,4095
620,4080
621,4064
622,4083
623,4095
624,4095
625,4095
626,4095
627,4064
628,4064
629,4064
630,4064
631,4064
632,4090
633,4064
634,4079
635,4095
636,4092
637,4074
638,4095
639,4092
640,4095
641,4095
642,4087
643,4079
644,4088
645,4095
646,4095
647,4067
648,4087
649,4073
650,4064
651,4067
652,4094
653,4088
654,4094
655,4094
656,4095
657,4080
658,4088
659,4095
660,4095
661,4089
662,4067
663,4084
664,4095
665,4095
666,4095
667,4064
668,4093
669,4095
670,4095
671,4064
672,4095
673,4077
674,4095
675,4095
676,4095
677,4093
678,4064
679,4072
680,4081
681,4095
682,4083
683,4093
684,4080
685,4064
686,4079
687,4095
688,4095
689,4095
690,4095
691,4095
692,4093
693,4095
694,4089
695,4088
696,4095
697,4095
698,4068
699,4095
700,4095
701,4095
702,4095
703,4095
704,4066
705,4094
706,4088
707,4079
708,4072
709,4064
710,4092
711,4095
712,4095
713,4095
714,4072
715,4095
716,4095
717,4095
718,4087
719,4069
720,4087
721,4088
722,4092
723,4095
724,4093
725,4088
726,4095
727,4095
728,4095
729,4080
730,4095
731,4088
732,4079
733,4092
734,4093
735,4064
736,4095
737,4087
738,4090
739,4083
740,4093
741,4095
